Drug Name,Drug ID
Typhim Vi,2270-1505
Tyruko,1693-20563
Tyrvaya,2291-19853
Tysabri,1693-2430
Tyvaso,2229-13961
Tyvaso DPI,2229-20055
Tyzeka,2150-2542
UPCal D,2917-13690
UR N-C,3594-18308
URE-K,2277-17956
Ulesfia,3127-13928
Uloric,3110-13652
Ultiva,1999-1286
Ultomiris,3987-19026
Ultra Fresh,1740-9423
Ultra Fresh PM,1740-9425
Ultra Lubricating Eye Drops,1740-20261
UltraSal-ER,2037-17745
Ultracet,85-1546
Ultralytic,182-11103
Ultralytic 2,182-11102
Ultram,2221-1474
Ultram ER,2221-9814
Ultravate,1228-727
Unasyn,198-90
Undelenic,2274-9173
Unguentine,2527-12004
Unguentine Original Formula,2527-12235
Unisom SleepGels,896-3432
Unisom SleepMelts,896-13503
Unisom SleepTabs,942-510
Unituxin,3614-17236
Univasc,1648-1021
Upneeq,1771-19503
Uptravi,3724-17799
Uramaxin,2277-14109
Uramit MB,3594-17530
Ureacin-10,2277-4113
Ureacin-20,2277-4112
Urecholine,376-169
Urelle,3594-17467
Uribel,3594-18309
Uricalm,1835-3644
Urimar-T,3594-18310
Urin D/S,3594-16958
Urispas,1092-628
Uristat,1835-3643
Uristat Ultra,1835-20530
Uro-L,3594-17454
Uro-MP,3594-17455
Uro-Mag,1516-9745
Urocit-K,1914-1228
Urogesic Blue,3308-15176
Uroxatral,119-47
VESIcare,2098-1635
VESIcare LS,2098-19464
Vabomere,3860-18631
Vabysmo,4336-19935
Vagifem,2422-11588
Vagistat-1,2200-1449
Vagistat-3,1626-6610
Valchlor,3486-16324
Valcyte,2285-1515
Valerian Root,2284-10628
Valium,862-441
VallaDerm-90,1468-19835
Valproate Sodium,2286-17497
Valstar,2287-10433
Valtoco,862-19375
Valtrex,2282-1514
Valturna,3171-13995
Valu-Dryl,896-3407
VanaTab DM,847-18871
Vanaclear PD,2257-18573
Vanacof,2920-13158
Vanahist PD,2257-17081
Vanamine PD,896-18574
Vandazole,1618-6662
Vanflyta,4521-20523
Vaniqa,965-526
Vanos,1107-1691
Vanoxide-HC,357-2068
Vantas,1246-736
Vaprisol,737-2329
Vaqta,1236-730
Vaqta Pediatric,1238-10936
Varithena,3349-16374
Varivax,2292-1522
Varubi,3678-17521
Vascazen,1749-15998
Vascepa,3407-15790
Vasculera,3477-16236
Vaseline,1833-9044
Vaseretic,974-530
Vasoflex HD,238-16537
Vasostrict,2294-16553
Vasotec,972-531
Vasovist,3121-13745
Vaxchora,3772-18284
Vaxelis,4296-19818
Vaxneuvance,4279-19785
Vazalore,243-19798
Vecamyl,1536-16320
Vectibix,1789-2512
Vectical,3108-13650
Veetids,3610-17224
Vegzelma,377-20166
Veklury,4146-19570
Velcade,402-181
Veletri,999-15509
Velivet,807-9729
Vella Women's Pleasure Serum,4353-20027
Velphoro,3503-16375
Velsipity,4550-20596
Veltassa,3697-17599
Veltin,692-14638
Vemlidy,3773-18287
Venastat,1249-10779
Venclexta,3745-17993
Venelex,321-15012
Venofer,1388-1744
Ventavis,1320-1626
Ventolin HFA,109-39
Veopoz,4530-20553
Veozah,4478-20373
Veramyst,2418-12111
Verdeso,808-2544
Verdrocet,71-17412
Veregen,2947-13292
Veripred 20,1933-13445
Vermox,1535-3178
Verquvo,4231-19678
Versacloz,709-16072
Versed,1628-3562
Versiclear,2038-10846
Verzenio,3867-18657
Vestura,947-15527
Vi-Sudo,1966-7255
Viagra,2061-1352
Vibativ,3173-14007
Viberzi,3630-17399
Vicks 44M Pediatric,614-7708
Vicks BabyRub,1833-18941
Vicks DayQuil Mucus Control DM,846-17163
Vicks Dayquil Cough,844-3325
Vicks NyQuil Cold & Flu Nighttime Relief,53-17161
Vicks Nyquil Cough,2950-13458
Vicks Nyquil Cough DM + Congestion,4480-20378
Vicks Nyquil D Cold and Flu Nighttime Relief,55-17410
Vicks Sinex 12-Hour Decongestant Nasal Spray,2390-17167
Vicks Sinex Nasal Spray (old formulation),2529-18650
Vicks VapoRub,3590-16952
Vicks Vitamin C Drops,238-3836
Vicodin,71-747
Vicoprofen,1273-743
Victoza,3189-14350
Victrelis,3323-15313
Vidaza,293-137
Videx,876-450
Videx EC,876-451
Viekira Pak,3581-16933
Vienva,1042-17432
Vigadrone,3169-18886
Vigafyde,3169-20762
Vigamox,1660-2077
Vigpoder,3169-20625
Viibryd,3296-15039
Vijoice,4016-20022
Vilamit MB,3594-18729
Vilevev MB,3594-18628
Viltepso,4181-19526
Vimizim,3508-16384
Vimovo,3233-14537
Vimpat,2961-13389
Viorele,807-15668
Vioxx,2026-10653
Viracept,1700-1059
Viramune XR,1710-15263
Virasal,2037-18163
Virazole,2009-1295
Viread,2158-1405
Viroptic,2244-1492
Virt-Phos 250 Neutral,1921-17252
Virtussin DAC,721-17317
Visine A.C.,2175-10864
Visine Advanced Relief,1923-11001
Visine L.R. Long Lasting Redness Relief,1771-16214
Visine Maximum Redness Relief,2174-15407
Visine Original,2174-1423
Visine Tears,1740-9410
Visine Totality Multi-Symptom Relief,2175-14302
Visine for Contacts,1740-9421
Visine-A,1687-1978
Vision Clear,2174-4321
Visipaque,1370-10070
Visken,1873-3131
Vistaril,1303-775
Vistide,666-325
Vistogard,3682-17791
Visudyne,2298-1525
Vita-Ray,2308-6709
Vitafusion Omega-3 Gummies,1749-20515
Vitamin B1,2179-5792
Vitamin B2,2010-3741
Vitamin B6,1972-3743
Vitamin C,238-3823
Vitamin C TR,238-3831
Vitamin C with Rose Hips,238-3833
Vitamin D3,646-5790
Vitapap,11-14116
Vitekta,3564-16899
Vitrakvi,3980-19004
Vitrase,1252-1743
Vitron-C,3397-16213
Viva,3763-18172
Viva-Drops,1740-17476
Vivaglobin,2888-12880
Vivarin,450-1821
Vivelle-Dot,1019-3907
Vivitrol,1684-2429
Vivjoa,4359-20043
Vivotif,2271-19840
Vizamyl,3497-16368
Vizimpro,3962-18960
Vocabria,4232-19680
Vogelxo,2167-16575
Volnea,807-18209
Voltaren,869-445
Voltaren Arthritis Pain Gel,871-19396
Vonjo,4344-19995
Vonvendi,3119-18226
Voquezna,4558-20618
Voquezna Dual Pak,4362-20048
Voquezna Triple Pak,4361-20047
Voranigo,4630-20809
Voraxaze,3366-15588
Vosevi,3828-18588
Vosol,88-10351
Vosol HC,92-9027
Votrient,3180-14186
Vowst,4470-20338
Voxzogo,4310-19887
Voydeya,4602-20718
VyLibra,1045-18794
Vyalev,4649-20901
Vyfemla,1044-16350
Vyjuvek,4490-20390
Vyleesi,4023-19139
Vyloy,4650-20902
Vyndamax,4015-19120
Vyndaqel,4015-19119
Vyondys 53,4110-19335
Vytorin,1063-1697
Vyvanse,1475-2533
Vyvgart,4325-19913
Vyvgart Hytrulo,4505-20462
Vyxeos,3863-18634
Vyzulta,3872-18699
Wainua,4578-20655
Wakix,4081-19180
Wal-finate,604-3261
Wal-itin,1486-5759
Wart Remover,2037-5405
Wee Care,524-17505
Wegovy,3878-19763
Welchol,730-374
Welireg,4289-19803
Wellbutrin,440-203
Wellbutrin SR,440-204
Wellbutrin XL,440-2469
Wera,1044-15653
West-Decon M,635-7148
Westhroid,2189-4138
Wezlana,3175-20617
Wilate,217-14490
WinRho SDF,2008-1292
Winlevi,4183-19535
Winrevair,4599-20709
XaQuil XR,1419-18141
Xacduro,4491-20393
Xaciato,691-19903
Xadago,3793-18428
Xalatan,1438-851
Xalix,2037-18728
Xalkori,3342-15414
Xanax,133-54
Xanax XR,133-52
Xarelto,3332-15382
Xatmep,1590-18468
Xeljanz,3429-15961
Xeloda,490-228
Xelpros,1438-18955
Xelstrym,843-20009
Xembify,2888-19148
Xenazine,2918-13130
Xenical,1756-1122
Xenleta,4085-19184
Xenpozyme,4385-20112
Xeomin,3253-14665
Xepi,3879-18745
Xerac AC,139-5560
Xerava,3955-18934
Xerese,3161-15010
Xermelo,3787-18404
Xerolube,2534-14524
Xibrom,413-1765
Xifaxan,2014-1577
Xigduo XR,3572-16911
Xiidra,3757-18121
Xodol,71-8492
Xofigo,3474-16219
Xofluza,3972-18982
Xolair,1748-1117
Xolegel,1413-2472
Xolremdi,4611-20742
Xopenex,1446-857
Xopenex Concentrate,1446-10640
Xopenex HFA,1446-2526
Xospata,3981-19006
Xpect,1200-4458
Xpect-AT,507-243
Xpect-PE,1208-7937
Xphozah,4088-20602
Xpovio,4024-19147
XyliMelts,2534-18142
Xylocaine HCl,1464-3002
Xylocaine-MPF,1464-3003
Xymodine,1368-20232
Xyntha,216-12551
Xyosted,2167-18964
Xywav,4168-19504
Xyzal,1455-2551
Yondelis,3699-17601
Yonsa,3321-18850
Yorvipath,4632-20816
Yosprala,3765-18204
Yuflyma,102-20394
Yupelri,3975-18993
Yusimry,102-19916
Yutiq,1104-18978
Yuvafem,2422-18118
Zaditor,1417-842
Zaltrap,3409-15850
Zamicet,71-13181
Zanaflex,2205-1453
Zanosar,2114-1374
Zantac,1991-1283
Zarah,947-14822
Zarontin,1049-587
Zaroxolyn,1614-985
Zarxio,1090-17769
Zavesca,1632-1008
Zavzpret,4454-20305
Zazole,2163-1411
Zeasorb-AF,1626-1001
Zeasorb-AF Drying Gel,1626-6609
Zeasorb-AF Jock Itch,1626-17507
Zebeta,393-178
Zebutal,21-8598
Zecuity,2136-16050
Zegalogue,4248-19719
Zegerid,1751-11098
Zegerid OTC,1751-14312
Zejula,3796-18438
Zelac,3205-19431
Zelapar,2051-2515
Zelboraf,3338-15409
Zelnorm,2149-1399
Zelsuvmi,4581-20668
Zemaira,131-2006
Zembrace SymTouch,2136-17844
Zemdri,3920-18875
Zemplar,1798-1154
Zemuron,2025-1311
Zenatane,1403-16151
Zenchent,1044-6755
Zenpep,1787-13991
Zenzedi,843-16267
Zepatier,3727-17820
Zepbound,4363-20626
Zeposia,4142-19421
Zerbaxa,3582-16934
Zerit,2110-1373
Zerviate,3811-18520
Zestoretic,1259-880
Zestril,1476-882
Zetia,1062-598
Zetonna,2764-15582
Zetran,862-3172
Zevtera,4603-20719
Ziac,394-1819
Ziagen,2-2
Ziana,692-2481
Zicam Extreme Congestion Relief,2390-11783
Zicam Sinus Relief,2390-11784
Ziextenzo,1805-19256
Ziihera,4655-20931
Zilactin-L,3127-14669
Zilbrysq,4552-20601
Zilretta,2232-18664
Zilxi,1637-19469
Zimhi,1682-19851
Zinbryta,773-18013
Zinc,2329-16534
Zinc-220,2329-10135
Zinecard,839-428
Zinplava,3768-18235
Zioptan,3375-15601
Zipsor,869-13908
Zirabev,377-19142
Zirgan,1158-14008
Zithromax,300-144
Zituvimet,1576-20624
Zituvio,2070-20611
Zocor,2067-1359
Zofran,1752-1120
Zofran ODT,1752-1119
Zohydro ER,2874-16365
Zokinvy,4203-19607
Zoladex,1195-709
Zolgensma,4017-19127
Zolinza,2310-2468
Zoloft,2057-1348
Zolpimist,2333-13517
Zomacton,2100-17292
Zometa,2331-1541
Zomig,2332-1542
Zonalon,936-501
Zonegran,2334-1545
Zonisade,2334-20080
Zontivity,3530-16564
Zorbtive,2100-1718
Zortress,3126-14461
Zorvolex,869-16363
Zoryve,4377-20099
Zostavax,2335-2428
Zostrix,492-231
Zostrix Neuropathy,492-14844
Zostrix Sports,492-5557
Zosyn,1877-1214
Zotex-EX,847-14843
Zovia 1/35,1040-19682
Zovia 1/50E,1040-18812
Zovirax,100-31
Zovirax Cream,101-30
Zubsolv,439-16251
Zulresso,3999-19081
Zunveyl,4628-20806
Zuplenz,1752-14629
Zurampic,3725-17800
Zurzuvae,4525-20541
Zutripro,624-15368
Zyban,440-205
Zyclara,1324-14452
Zydelig,3546-16716
Zyflo,2323-1538
Zykadia,3527-16557
Zylet,1491-903
Zymaxid,1162-14598
Zymfentra,1336-20612
Zyncof,846-16533
Zynlonta,4257-19737
Zynrelef,4259-19743
Zynteglo,4383-20109
Zynyz,4460-20317
Zypitamag,3167-18585
Zyprexa,1744-1113
Zyprexa Relprevv,1744-14313
Zyrtec,569-286
Zyrtec-D,570-10746
Zytiga,3321-15295
Zyvox,1472-875
abacavir,2-0
abacavir/dolutegravir/lamivudine,3557-0
abacavir/lamivudine,3-0
abacavir/lamivudine/zidovudine,4-0
abaloparatide,3805-0
abatacept,6-0
abemaciclib,3867-0
abiraterone,3321-0
abiraterone/niraparib,4527-0
abobotulinumtoxinA,3247-0
abrocitinib,4333-0
acalabrutinib,3871-0
acamprosate,8-0
acarbose,9-0
acebutolol,10-0
acetaminophen,11-0
acetaminophen/aspirin/caffeine,14-0
acetaminophen/benzhydrocodone,3894-0
acetaminophen/butalbital,20-0
acetaminophen/butalbital/caffeine,21-0
acetaminophen/butalbital/caffeine/codeine,22-0
acetaminophen/caffeine,23-0
acetaminophen/caffeine/dihydrocodeine,26-0
acetaminophen/caffeine/magnesium salicylate,29-0
acetaminophen/chlorpheniramine,35-0
acetaminophen/chlorpheniramine/dextromethorphan,37-0
acetaminophen/chlorpheniramine/dextromethorphan/pseudoephedrine,40-0
acetaminophen/chlorpheniramine/phenylephrine,42-0
acetaminophen/codeine,48-0
acetaminophen/dextromethorphan,50-0
acetaminophen/dextromethorphan/diphenhydramine,51-0
acetaminophen/dextromethorphan/doxylamine,53-0
acetaminophen/dextromethorphan/doxylamine/phenylephrine,54-0
acetaminophen/dextromethorphan/doxylamine/pseudoephedrine,55-0
acetaminophen/dextromethorphan/guaifenesin/phenylephrine,56-0
acetaminophen/dextromethorphan/guaifenesin/pseudoephedrine,58-0
acetaminophen/dextromethorphan/phenylephrine,59-0
acetaminophen/dextromethorphan/phenylephrine/triprolidine,4119-0
acetaminophen/dextromethorphan/triprolidine,4118-0
acetaminophen/diphenhydramine,64-0
acetaminophen/diphenhydramine/phenylephrine,65-0
acetaminophen/hydrocodone,71-0
acetaminophen/ibuprofen,4137-0
acetaminophen/magnesium salicylate/pamabrom,3299-0
acetaminophen/oxycodone,72-0
acetaminophen/pheniramine/phenylephrine,77-0
acetaminophen/phenylephrine,78-0
acetaminophen/phenyltoloxamine,79-0
acetaminophen/pseudoephedrine,82-0
acetaminophen/tramadol,85-0
acetazolamide,86-0
acetic acid otic,88-0
acetic acid topical,87-0
acetic acid/hydrocortisone otic,92-0
acetohydroxamic acid,94-0
acetylcysteine,97-0
acitretin,98-0
aclidinium,3406-0
aclidinium/formoterol,4004-0
acyclovir,100-0
acyclovir topical,101-0
acyclovir/hydrocortisone topical,3161-0
adagrasib,4419-0
adalimumab,102-0
adapalene topical,103-0
adapalene/benzoyl peroxide topical,3099-0
adefovir,104-0
adenosine,105-0
ado-trastuzumab emtansine,3457-0
aducanumab,4272-0
afamelanotide,4094-0
afamitresgene autoleucel,4629-0
afatinib,3481-0
aflibercept ophthalmic,3354-0
albendazole,107-0
albumin human,108-0
albuterol,109-0
albuterol/budesonide,4427-0
albuterol/ipratropium,110-0
alcaftadine ophthalmic,3252-0
alclometasone topical,111-0
aldesleukin,112-0
alectinib,3722-0
alemtuzumab,115-0
alendronate,116-0
alendronate/cholecalciferol,117-0
alfuzosin,119-0
alirocumab,3643-0
aliskiren,124-0
aliskiren/hydrochlorothiazide,2787-0
alitretinoin topical,125-0
allopurinol,127-0
almotriptan,128-0
aloe vera topical,2348-0
aloe vera/hydrocortisone/iodoquinol topical,3379-0
alogliptin,3448-0
alogliptin/metformin,3450-0
alogliptin/pioglitazone,3449-0
alosetron,130-0
alpelisib,4016-0
alpha 1-proteinase inhibitor,131-0
alprazolam,133-0
alprostadil,134-0
alteplase,135-0
aluminum chloride hexahydrate topical,139-0
aluminum hydroxide,140-0
aluminum hydroxide/magnesium carbonate,3391-0
aluminum hydroxide/magnesium hydroxide/simethicone,145-0
aluminum hydroxide/magnesium trisilicate,3392-0
alvimopan,2825-0
amantadine,148-0
ambrisentan,150-0
amcinonide topical,151-0
amifampridine,3982-0
amifostine,152-0
amikacin,153-0
amikacin liposome,3965-0
amiloride,154-0
amiloride/hydrochlorothiazide,155-0
aminocaproic acid,157-0
aminolevulinic acid,3812-0
aminolevulinic acid topical,160-0
aminophylline,161-0
amiodarone,167-0
amisulpride,4134-0
amitriptyline,168-0
amitriptyline/chlordiazepoxide,169-0
amitriptyline/perphenazine,170-0
amivantamab,4261-0
amlodipine,172-0
amlodipine/atorvastatin,173-0
amlodipine/benazepril,174-0
amlodipine/celecoxib,3916-0
amlodipine/hydrochlorothiazide/olmesartan,3246-0
amlodipine/hydrochlorothiazide/valsartan,3130-0
amlodipine/olmesartan,2397-0
amlodipine/perindopril,3595-0
amlodipine/telmisartan,3178-0
amlodipine/valsartan,175-0
ammonium lactate topical,180-0
ammonium lactate/urea topical,182-0
amoxapine,186-0
amoxicillin,187-0
amoxicillin/clarithromycin/lansoprazole,188-0
amoxicillin/clarithromycin/omeprazole,3408-0
amoxicillin/clarithromycin/vonoprazan,4361-0
amoxicillin/clavulanate,189-0
amoxicillin/omeprazole/rifabutin,4098-0
amoxicillin/vonoprazan,4362-0
amphetamine,2543-0
amphetamine/dextroamphetamine,190-0
amphotericin b,191-0
amphotericin b lipid complex,194-0
amphotericin b liposomal,195-0
ampicillin,196-0
ampicillin/sulbactam,198-0
anagrelide,204-0
anakinra,205-0
anastrozole,206-0
anidulafungin,209-0
anifrolumab,4287-0
anthrax vaccine adsorbed,214-0
anti-inhibitor coagulant complex,215-0
anti-thymocyte globulin (rabbit),3255-0
antihemophilic factor,216-0
antihemophilic factor/von willebrand factor,217-0
antivenin (crotalidae) polyvalent,222-0
antivenom (centruroides scorpion),3345-0
"apadamtase alfa, recombinant",4561-0
apalutamide,3893-0
apixaban,3438-0
apomorphine,224-0
apraclonidine ophthalmic,225-0
apremilast,3516-0
aprepitant,226-0
aprocitentan,4595-0
arformoterol,230-0
argatroban,231-0
arimoclomol,4642-0
aripiprazole,233-0
armodafinil,234-0
arsenic trioxide,236-0
artemether/lumefantrine,3129-0
artesunate,4153-0
articaine/epinephrine,237-0
asciminib,4307-0
ascorbic acid,238-0
ascorbic acid/carbonyl iron,3397-0
asenapine,3168-0
asfotase alfa,3700-0
asparaginase erwinia chrysanthemi,3367-0
aspirin,243-0
aspirin/butalbital/caffeine,246-0
aspirin/butalbital/caffeine/codeine,247-0
aspirin/caffeine,248-0
aspirin/caffeine/orphenadrine,250-0
aspirin/carisoprodol/codeine,254-0
aspirin/chlorpheniramine/dextromethorphan/phenylephrine,2958-0
aspirin/chlorpheniramine/phenylephrine,3143-0
aspirin/dextromethorphan/doxylamine/phenylephrine,2957-0
aspirin/dipyridamole,262-0
aspirin/omeprazole,3765-0
atazanavir,272-0
atazanavir/cobicistat,3599-0
atenolol,273-0
atenolol/chlorthalidone,274-0
atezolizumab,3750-0
atezolizumab/hyaluronidase,4639-0
atidarsagene autotemcel,4594-0
atogepant,4301-0
atomoxetine,275-0
atorvastatin,276-0
atovaquone,277-0
atovaquone/proguanil,278-0
atropine,280-0
atropine ophthalmic,281-0
atropine/diphenoxylate,286-0
atropine/hyoscyamine/phenobarbital/scopolamine,288-0
atropine/pralidoxime,2398-0
auranofin,291-0
avacincaptad pegol ophthalmic,4488-0
avacopan,4305-0
avalglucosidase alfa,4288-0
avanafil,3390-0
avapritinib,4124-0
avatrombopag,3913-0
avelumab,3794-0
avibactam/ceftazidime,3606-0
azacitidine,293-0
azathioprine,296-0
azelaic acid topical,297-0
azelastine nasal,298-0
azelastine ophthalmic,299-0
azelastine/fluticasone nasal,3396-0
azilsartan medoxomil,3302-0
azilsartan medoxomil/chlorthalidone,3362-0
azithromycin,300-0
azithromycin ophthalmic,301-0
aztreonam,303-0
bacillus coagulans/inulin,3739-0
bacitracin,305-0
bacitracin ophthalmic,307-0
bacitracin topical,306-0
bacitracin/hydrocortisone/neomycin/polymyxin b ophthalmic,309-0
bacitracin/neomycin/polymyxin b ophthalmic,313-0
bacitracin/neomycin/polymyxin b topical,312-0
bacitracin/polymyxin b ophthalmic,316-0
bacitracin/polymyxin b topical,315-0
baclofen,318-0
baloxavir marboxil,3972-0
balsalazide,319-0
balsam peru/castor oil topical,321-0
bamlanivimab,4212-0
barberry,2394-0
baricitinib,3917-0
barium sulfate,2912-0
basiliximab,323-0
bazedoxifene/conjugated estrogens,3491-0
bcg,324-0
bebtelovimab,4341-0
becaplermin topical,325-0
beclomethasone,326-0
beclomethasone nasal,2959-0
bedaquiline,3439-0
bee pollen,2580-0
belantamab mafodotin,4177-0
belatacept,3331-0
belimumab,3304-0
belinostat,3543-0
belladonna/opium,331-0
belumosudil,4278-0
belzutifan,4289-0
bempedoic acid,4132-0
benazepril,332-0
benazepril/hydrochlorothiazide,333-0
bendamustine,2823-0
bendroflumethiazide/nadolol,335-0
benralizumab,3874-0
benzethonium chloride topical,3282-0
benznidazole,3859-0
benzocaine topical,2339-0
benzonatate,353-0
benzoyl peroxide topical,354-0
benzoyl peroxide/clindamycin topical,355-0
benzoyl peroxide/erythromycin topical,356-0
benzoyl peroxide/hydrocortisone topical,357-0
benzoyl peroxide/salicylic acid topical,358-0
benzoyl peroxide/tretinoin topical,4282-0
benzphetamine,361-0
benztropine,363-0
benzyl alcohol topical,3127-0
benzyl alcohol/camphor/menthol topical,3842-0
bepotastine ophthalmic,3170-0
beractant,367-0
beremagene geperpavec topical,4490-0
berotralstat,4224-0
besifloxacin ophthalmic,3142-0
betaine,369-0
betamethasone,370-0
betamethasone topical,371-0
betamethasone/calcipotriene topical,372-0
betamethasone/clotrimazole topical,373-0
betaxolol,374-0
betaxolol ophthalmic,375-0
bethanechol,376-0
betibeglogene autotemcel,4383-0
bevacizumab,377-0
bexagliflozin,4428-0
bexarotene,378-0
bexarotene topical,379-0
bezlotoxumab,3768-0
bicalutamide,380-0
bictegravir/emtricitabine/tenofovir alafenamide,3891-0
bifidobacterium infantis/lactobacillus acidophilus,3205-0
bifidobacterium infantis/lactobacillus acidophilus/streptococcus thermophilus,3792-0
bimatoprost ophthalmic,382-0
bimatoprost topical,3111-0
binimetinib,3922-0
bioflavonoids,383-0
biotin,2926-0
birch triterpenes topical,4577-0
bisacodyl,2395-0
bisacodyl/polyethylene glycol 3350/potassium chloride/sodium bicarbonate/sodium chloride,386-0
bismuth subcitrate potassium/metronidazole/tetracycline,388-0
bismuth subsalicylate,391-0
bismuth subsalicylate/metronidazole/tetracycline,392-0
bisoprolol,393-0
bisoprolol/hydrochlorothiazide,394-0
bivalirudin,396-0
bleomycin,398-0
blinatumomab,3578-0
blue cohosh,2545-0
bortezomib,402-0
bosentan,403-0
bosutinib,3416-0
botulism immune globulin,3103-0
bremelanotide,4023-0
brentuximab,3339-0
brexanolone,3999-0
brexucabtagene autoleucel,4169-0
brigatinib,3806-0
brimonidine ophthalmic,410-0
brimonidine topical,3487-0
brimonidine/brinzolamide ophthalmic,3468-0
brimonidine/timolol ophthalmic,2790-0
brinzolamide ophthalmic,411-0
brivaracetam,3728-0
brodalumab,3786-0
brolucizumab,4093-0
bromfenac ophthalmic,413-0
bromocriptine,414-0
brompheniramine/chlorpheniramine/methscopolamine/phenylephrine/pseudoephedrine,2928-0
brompheniramine/codeine/phenylephrine,2898-0
brompheniramine/dextromethorphan/phenylephrine,422-0
brompheniramine/dextromethorphan/pseudoephedrine,424-0
brompheniramine/phenylephrine,427-0
brompheniramine/pseudoephedrine,430-0
budesonide,431-0
budesonide nasal,2831-0
budesonide/formoterol,432-0
budesonide/formoterol/glycopyrrolate,4170-0
bumetanide,433-0
bupivacaine,434-0
bupivacaine liposome,3370-0
bupivacaine/meloxicam,4259-0
buprenorphine,438-0
buprenorphine/naloxone,439-0
bupropion,440-0
bupropion/dextromethorphan,4384-0
bupropion/naltrexone,3559-0
burosumab,3907-0
buspirone,441-0
busulfan,442-0
butenafine topical,446-0
butoconazole topical,447-0
butorphanol,448-0
cabazitaxel,3241-0
cabergoline,449-0
cabotegravir,4232-0
cabotegravir/rilpivirine,4233-0
cabozantinib,3430-0
caffeine,450-0
caffeine/ergotamine,451-0
calamine topical,454-0
calaspargase pegol,3986-0
calcifediol,458-0
calcipotriene topical,459-0
calcitonin,460-0
calcitriol,461-0
calcitriol topical,3108-0
calcium acetate,462-0
calcium carbonate,464-0
calcium carbonate/famotidine/magnesium hydroxide,467-0
calcium carbonate/magnesium chloride,3384-0
calcium carbonate/magnesium hydroxide,470-0
calcium carbonate/magnesium hydroxide/simethicone,471-0
calcium citrate,475-0
calcium gluconate,478-0
calcium lactate,481-0
calcium oxybate/magnesium oxybate/potassium oxybate/sodium oxybate,4168-0
"calcium phosphate, tribasic",482-0
calcium/vitamin d,2917-0
calfactant,483-0
camphor/capsicum/menthol topical,3712-0
camphor/eucalyptus/menthol topical,3590-0
camphor/lidocaine/methyl salicylate topical,3763-0
camphor/menthol topical,485-0
camphor/menthol/methyl salicylate topical,3687-0
canagliflozin,3465-0
canagliflozin/metformin,3553-0
canakinumab,3151-0
candesartan,487-0
candesartan/hydrochlorothiazide,488-0
cannabidiol,3919-0
cantharidin topical,4021-0
capecitabine,490-0
capivasertib,4565-0
caplacizumab,3994-0
capmatinib,4150-0
capsaicin topical,492-0
capsaicin/diclofenac topical,3748-0
capsaicin/lidocaine/menthol/methyl salicylate topical,3381-0
capsaicin/menthol/methyl nicotinate/methyl salicylate topical,4543-0
captopril,493-0
captopril/hydrochlorothiazide,494-0
carbachol ophthalmic,496-0
carbamazepine,497-0
carbamide peroxide otic,499-0
carbetapentane/chlorpheniramine,502-0
carbetapentane/guaifenesin,507-0
carbidopa,513-0
carbidopa/entacapone/levodopa,514-0
carbidopa/levodopa,515-0
carbinoxamine,516-0
carbonyl iron,524-0
carboplatin,525-0
carboprost,526-0
carfilzomib,3404-0
carglumic acid,3230-0
cariprazine,3684-0
carisoprodol,527-0
carmustine,528-0
carteolol ophthalmic,530-0
carvedilol,531-0
casimersen,4243-0
caspofungin,536-0
cat's claw,2355-0
cedazuridine/decitabine,4167-0
cefaclor,538-0
cefadroxil,539-0
cefazolin,541-0
cefdinir,542-0
cefepime,544-0
cefiderocol,4102-0
cefixime,545-0
cefotaxime,549-0
cefotetan,550-0
cefoxitin,551-0
cefpodoxime,552-0
cefprozil,553-0
ceftaroline,3279-0
ceftazidime,554-0
ceftolozane/tazobactam,3582-0
ceftriaxone,557-0
cefuroxime,559-0
celecoxib,560-0
celecoxib/tramadol,4306-0
cemiplimab,3964-0
cenobamate,4105-0
cephalexin,564-0
ceritinib,3527-0
cerliponase alfa,3803-0
certolizumab,2828-0
cetirizine,569-0
cetirizine ophthalmic,3811-0
cetirizine/pseudoephedrine,570-0
cetrorelix,571-0
cetuximab,572-0
cevimeline,573-0
chaparral,2546-0
chenodeoxycholic acid,3212-0
"chikungunya vaccine, live (cvx 317)",4560-0
chlophedianol/dexchlorpheniramine/pseudoephedrine,2920-0
chlophedianol/phenylephrine/pyrilamine,3389-0
chlorambucil,578-0
chlorcyclizine/phenylephrine,3357-0
chlorcyclizine/pseudoephedrine,3369-0
chlordiazepoxide,585-0
chlordiazepoxide/clidinium,586-0
chlorhexidine topical,588-0
chlorophyllin,590-0
chloroprocaine ophthalmic,4402-0
chloroquine,593-0
chlorothiazide,594-0
chloroxylenol/hydrocortisone/pramoxine otic,2499-0
chlorpheniramine,604-0
chlorpheniramine/codeine,605-0
chlorpheniramine/dextromethorphan,609-0
chlorpheniramine/dextromethorphan/phenylephrine,612-0
chlorpheniramine/dextromethorphan/pseudoephedrine,614-0
chlorpheniramine/hydrocodone,622-0
chlorpheniramine/ibuprofen/pseudoephedrine,625-0
chlorpheniramine/methscopolamine/phenylephrine,627-0
chlorpheniramine/phenylephrine,631-0
chlorpheniramine/phenylephrine/phenyltoloxamine,635-0
chlorpheniramine/phenylephrine/pyrilamine,636-0
chlorpheniramine/pseudoephedrine,638-0
chlorpromazine,639-0
chlorthalidone,642-0
chlorzoxazone,645-0
cholecalciferol,646-0
